,dt,US1.AAPL,US1.AMZN,US1.BAC,US1.BRK.A,US1.DIS,US1.HD,US1.JNJ,US1.JPM,US1.MA,US1.MSFT,US1.NVDA,US1.PG,US1.UNH,US1.V,US1.XOM
440,20110930,381.2,216.14,6.119,107000.0,30.15,32.86,63.7,30.12,317.0,24.8985,12.49,63.2,46.08,85.69,72.73
441,20111003,374.34,212.1,5.52,105800.0,28.99,31.58,62.06,28.65,310.71,24.53,11.81,62.8,42.91,84.25,71.2
442,20111004,372.58,215.0,5.75,109925.0,29.85,32.47,62.18,30.2,307.5,25.34,12.9,63.32,42.78,84.9,72.83
443,20111005,378.62,219.3,5.76,110089.0,31.5,32.83,62.36,30.83,313.16,25.92,13.36,63.32,44.47,84.97,73.93
444,20111006,377.31,221.68,6.29,110570.0,32.02,33.37,62.82,32.36,315.64,26.35,13.89,63.62,44.93,87.12,73.89
445,20111007,369.81,224.79,5.91,108000.0,31.69,33.93,63.16,30.71,311.57,26.24,14.14,63.9,44.88,86.3,73.58
446,20111010,388.81,231.32,6.29,111418.0,33.01,34.65,64.42,32.3,325.73,26.94,14.77,64.81,46.51,89.25,76.27
447,20111011,400.27,235.47,6.38,110000.0,32.63,34.72,63.94,32.3,329.37,26.99,14.62,64.57,46.68,90.54,76.31
448,20111012,402.11,236.93,6.57,111930.0,33.77,34.74,64.29,33.21,327.99,26.95,14.61,64.88,46.39,91.16,77.18
449,20111013,408.42,236.14,6.21,111349.0,33.56,34.39,64.19,31.59,336.44,27.18,15.45,64.63,46.52,92.6,76.37
450,20111014,422.0,246.6,6.18,112200.0,34.47,35.05,64.7187,31.89,341.9,27.27,15.72,64.89,47.25,93.89,78.16
451,20111017,419.77,242.39,6.05,109441.0,33.38,34.65,63.85,31.05,335.25,26.98,14.94,64.24,46.59,91.27,77.48
452,20111018,421.88,243.82,6.629,112600.0,33.91,35.94,64.4,32.84,339.03,27.285,15.48,64.92,45.29,93.86,78.85
453,20111019,398.81,231.61,6.39,111307.0,33.62,35.41,62.63,32.24,324.04,27.13,15.18,64.76,46.44,90.1,78.43
454,20111020,395.4499,233.52,6.46,114000.0,33.85,35.73,62.53,33.06,325.19,27.04,14.4,65.07,46.89,91.29,78.71
455,20111021,393.04,234.9,6.47,116227.0,35.15,36.84,63.77,33.46,333.39,27.15,14.49,66.23,47.93,93.39,80.13
456,20111024,405.7,237.546,6.72,116060.0,35.37,36.7,64.76,34.56,340.69,27.19,15.03,65.362,49.04,94.18,80.13
457,20111025,397.86,227.25,6.47,113482.0,34.51,36.055,63.68,33.52,327.71,26.82,14.46,64.55,48.78,90.83,79.47
458,20111026,400.32,198.34,6.6,116950.0,35.05,36.52,64.47,34.23,328.971,26.59,14.62,64.92,48.75,92.04,81.15
459,20111027,404.48,206.63,7.215,120580.0,36.29,37.24,65.47,37.01,348.94,27.26,15.25,65.25,49.22,94.39,82.06
460,20111028,405.04,217.32,7.35,119662.0,36.19,36.11,65.57,36.7,354.607,26.98,15.6,64.71,48.85,95.04,81.49
461,20111031,404.8,213.5,6.82,116931.0,34.88,35.77,64.4,34.78,346.42,26.65,14.8,63.96,47.99,93.3,78.0
462,20111101,396.64,212.12,6.41,113500.0,33.6,35.55,63.37,32.74,334.73,25.97,14.05,62.68,46.21,90.07,75.91
463,20111102,397.3,215.57,6.73,116409.0,34.06,35.99,63.65,33.64,357.87,26.01,13.81,62.8701,46.37,91.49,77.38
464,20111103,403.05,218.37,6.9,118305.0,35.02,36.42,64.33,34.38,366.53,26.52,14.64,63.21,46.18,93.14,78.74
465,20111104,400.24,216.48,6.485,115685.0,34.76,36.4,64.12,33.99,360.23,26.25,14.82,63.04,45.58,92.65,78.51
466,20111107,399.77,216.81,6.44,115622.0,35.14,37.35,63.98,34.24,365.85,26.8,14.74,63.49,45.17,92.95,79.36
467,20111108,406.01,218.41,6.54,117173.0,35.29,37.95,64.89,35.04,368.07,27.15,15.08,64.2,46.18,94.53,79.73
468,20111109,395.31,211.22,6.16,113244.99,33.81,37.15,63.51,32.56,357.88,26.2,14.32,62.77,45.55,93.06,77.4
469,20111110,385.21,210.8,6.03,114102.0,34.65,37.2,64.11,32.72,360.15,26.28,14.47,63.25,46.14,93.08,78.71
470,20111111,384.67,217.32,6.22,115500.0,36.72,38.06,65.25,33.28,369.99,26.915,14.97,63.91,47.15,95.16,79.7
471,20111114,379.26,219.07,6.05,113732.99,36.14,38.23,64.93,32.55,367.92,26.76,14.69,63.05,46.95,93.89,78.91
472,20111115,388.82,217.78,6.14,114001.0,36.45,38.05,65.0,32.72,371.32,26.73,14.87,63.57,46.53,95.61,79.13
473,20111116,384.89,212.11,5.9,112212.0,35.52,37.84,64.38,31.49,361.77,26.08,14.6,63.2655,44.91,93.41,78.24
474,20111117,377.41,204.66,5.805,111514.95,35.14,37.59,63.9378,30.49,359.61,25.57,14.06,62.94,44.53,91.41,77.9
475,20111118,374.95,197.15,5.79,113145.0,35.65,37.88,63.85,30.61,360.25,25.3,13.93,63.26,44.57,90.79,77.905
476,20111121,369.01,189.33,5.49,112055.0,34.32,37.07,62.94,29.91,351.94,25.0,14.64,61.65,44.45,91.22,76.93
477,20111122,376.52,192.34,5.38,113000.0,34.03,37.11,62.91,29.4,354.55,24.79,15.07,61.71,44.44,90.89,76.05
478,20111123,367.0,188.99,5.15,110590.0,33.44,36.52,62.02,28.39,347.4,24.47,14.44,61.08,43.59,89.33,74.58
479,20111125,364.9,183.05,5.18,111050.0,33.47,36.68,61.5,28.5,344.99,24.3,14.06,61.14,43.67,89.02,73.91
480,20111128,376.02,194.14,5.24,114000.0,34.06,37.29,62.39,29.19,359.35,24.9,14.85,62.26,45.05,93.55,75.9
481,20111129,373.2,188.42,5.08,113235.0,34.01,38.96,62.81,28.57,358.0,24.841,14.91,62.54,45.9,92.95,76.98
482,20111130,381.96,192.2779,5.4251,118400.0,35.84,39.19,64.62,30.93,374.14,25.55,15.63,64.47,48.74,96.89,80.25
483,20111201,387.82,197.06,5.53,116800.0,36.0,39.33,64.46,30.461,381.31,25.27,15.82,64.1,48.53,97.75,79.78
484,20111202,389.7,196.01,5.65,116477.0,36.6,39.95,63.43,32.34,378.63,25.22,15.72,64.65,48.24,97.15,79.77
485,20111205,393.007,196.27,5.79,117300.0,36.96,40.25,63.35,33.51,373.1,25.69,15.47,64.88,48.27,96.06,80.45
486,20111206,391.0,191.99,5.78,117354.0,36.84,40.33,63.49,33.25,370.8,25.66,15.25,64.85,48.3,95.37,80.83
487,20111207,389.14,195.25,5.89,118015.0,37.11,40.75,64.47,34.0285,373.95,25.6,15.16,65.23,49.36,97.06,81.15
488,20111208,390.73,190.48,5.58,115500.0,35.94,39.92,63.78,32.2,369.74,25.4,14.69,64.5,48.15,95.8,79.91
489,20111209,393.65,193.12,5.71,116235.0,36.54,40.22,64.49,33.13,377.13,25.7,14.91,64.9499,48.89,97.12,81.28
490,20111212,391.86,189.53,5.44,114500.0,36.65,40.05,63.53,32.06,371.38,25.55,14.53,64.35,48.21,96.93,80.06
491,20111213,388.79,180.5,5.3,113685.0,36.34,39.51,63.36,31.29,368.3,25.73,14.13,64.72,47.92,95.87,80.51
492,20111214,380.03,180.18,5.23,113587.0,35.17,39.16,63.18,31.51,361.47,25.58,13.58,64.45,47.77,96.39,79.41
493,20111215,378.88,181.26,5.27,112500.0,35.21,39.45,63.99,31.769,359.36,25.57,13.47,65.0,48.531,95.82,80.0609
494,20111216,380.69,181.26,5.195,112803.0,35.34,40.44,63.89,31.9,361.43,25.98,13.52,65.05,48.91,97.41,80.21
495,20111219,381.87,179.48,4.99,111249.0,34.73,40.2,63.52,30.6976,358.64,25.52,13.15,64.97,48.99,98.58,79.54
496,20111220,396.1,182.56,5.16,114160.0,36.18,41.93,64.55,32.22,373.6,26.04,13.9,65.79,49.83,101.32,81.95
497,20111221,396.44,174.35,5.221,114221.0,36.26,42.02,64.92,32.311,373.98,25.75,13.72,66.0,50.0,100.71,83.09
498,20111222,398.47,178.99,5.48,115250.0,36.97,41.925,65.22,33.44,371.12,25.81,14.3,66.17,50.725,100.54,84.34
499,20111223,403.38,177.28,5.61,116530.0,37.72,42.09,65.99,33.57,378.02,26.02,14.17,66.66,51.32,102.47,85.18
500,20111227,406.57,176.27,5.475,115865.0,37.6,42.24,66.06,33.04,374.8,26.03,14.06,66.81,51.36,101.93,85.29
501,20111228,402.77,173.96,5.28,114755.01,37.26,41.56,65.415,32.63,374.05,25.82,13.71,66.51,50.75,100.74,84.1722
502,20111229,405.1,173.86,5.45,115325.0,37.71,42.0,65.87,33.41,377.56,26.01,13.96,66.94,51.15,103.13,85.24
503,20111230,404.99,173.15,5.55,114504.0,37.49,42.02,65.56,33.25,373.01,25.97,13.85,66.67,50.68,101.54,84.69
504,20120103,411.1,179.03,5.81,116469.0,38.31,42.14,65.82,34.935,367.94,26.83,14.05,66.8,51.47,102.98,85.94
505,20120104,413.44,177.5,5.83,115209.0,38.9,42.73,65.45,34.94,356.19,27.39,14.19,66.76,52.21,101.12,86.05
506,20120105,417.96,177.63,6.31,115550.0,39.51,43.09,65.39,35.69,352.1,27.67,14.71,66.52,52.6,101.8801,85.73
507,20120106,422.45,182.67,6.18,114499.0,39.91,43.19,64.81,35.36,342.91,28.12,14.545,66.37,52.82,100.71,85.21
508,20120109,421.73,178.57,6.26,114444.0,39.75,43.22,64.92,35.28,345.64,27.74,14.55,66.6,52.71,99.875,85.47
509,20120110,423.23,179.34,6.63,116125.0,39.64,43.49,65.2,36.04,348.32,27.84,14.47,66.31,52.62,99.78,85.7
510,20120111,422.55,178.88,6.865,116914.0,38.67,43.46,65.1,36.65,341.0,27.72,14.19,65.64,53.01,99.19,85.0719
511,20120112,421.322,175.93,6.771,117653.0,38.73,43.4,65.22,36.83,343.31,28.0,14.09,65.83,52.86,101.33,84.75
512,20120113,419.955,178.51,6.6001,116650.0,38.38,43.5,65.23,35.9,339.09,28.25,13.73,65.79,52.7,100.74,84.87
513,20120117,424.7,181.63,6.47,116950.0,38.47,43.73,65.11,34.9,345.98,28.26,13.53,66.28,53.56,102.48,85.69
514,20120118,429.09,189.38,6.8,118243.0,39.01,44.88,65.26,36.56,352.6,28.23,13.98,66.01,53.95,103.78,86.42
515,20120119,427.63,194.44,6.9501,119331.0,39.45,45.4,65.18,36.918,352.87,28.13,14.35,66.09,52.31,102.39,87.0005
516,20120120,420.26,190.93,7.07,119800.0,39.3,44.5,65.27,37.37,340.24,29.71,14.22,66.23,52.24,100.58,87.47
517,20120123,427.36,186.15,7.2401,118790.1,39.2524,44.89,65.02,37.67,339.07,29.73,14.6,65.03,52.44,99.6,87.49
518,20120124,420.503,187.0,7.285,117665.0,39.24,44.96,65.01,37.66,342.49,29.34,14.94,64.5,51.32,101.0,87.145
519,20120125,446.58,187.77,7.35,119870.0,39.55,45.25,65.21,37.59,349.02,29.57,14.85,64.98,51.57,100.56,87.17
520,20120126,444.56,193.29,7.29,119342.0,39.34,44.94,65.732,37.49,348.02,29.51,14.72,64.81,50.34,100.89,86.78
521,20120127,447.47,195.37,7.29,119211.0,39.26,44.86,65.58,37.24,349.33,29.22,14.91,64.34,51.04,101.11,85.85
522,20120130,453.01,192.15,7.06,118010.0,39.0,44.76,65.7,37.02,351.96,29.61,14.79,63.22,51.08,99.81,85.49
523,20120131,456.48,194.51,7.135,117789.9,38.89,44.39,65.87,37.31,355.73,29.54,14.76,63.04,51.79,100.64,83.75
524,20120201,456.19,179.46,7.36,117979.0,39.34,44.48,65.69,37.59,357.26,29.89,14.93,63.22,53.27,102.49,83.98
525,20120202,455.05,181.72,7.44,118041.0,38.92,44.44,65.61,37.55,381.4,29.945,15.485,63.33,52.55,105.96,83.53
526,20120203,459.56,187.68,7.83,119985.0,40.0,45.17,65.63,38.27,391.03,30.22,15.82,62.79,51.29,107.01,84.892
527,20120206,463.86,183.09,7.965,119840.0,40.43,45.19,65.18,38.165,391.24,30.2,15.7,63.47,51.28,107.33,85.73
528,20120207,468.81,184.19,7.85,119790.0,40.98,45.48,65.29,37.88,392.61,30.36,15.75,63.71,52.03,106.98,86.34
529,20120208,476.67,185.5,8.12,119450.0,41.28,45.15,65.25,38.2948,394.92,30.66,16.31,63.65,52.15,108.36,85.3
530,20120209,493.16,184.98,8.18,118855.02,41.53,45.28,64.91,37.87,396.46,30.77,16.29,64.04,53.05,112.42,84.89
531,20120210,493.69,185.63,8.08,118103.0,41.44,45.3,64.58,37.6,396.24,30.475,15.89,63.88,53.31,113.88,83.78
532,20120213,502.58,191.59,8.26,119220.0,41.79,45.95,64.66,38.3,396.541,30.56,16.16,64.22,53.86,112.75,84.4
533,20120214,509.415,191.28,7.985,118339.01,41.58,46.04,64.62,37.92,395.69,30.25,16.24,64.47,54.47,115.23,84.66
534,20120215,497.57,184.56,7.77,117094.0,41.27,45.73,64.64,37.42,393.22,30.05,16.17,64.53,54.64,115.16,84.14
535,20120216,502.5,179.92,8.09,118280.0,41.56,45.93,64.93,37.99,393.11,31.29,16.46,65.19,54.79,113.8,85.41
536,20120217,502.1,182.5,8.01,119097.0,41.76,46.7,65.0,38.49,395.61,31.26,15.84,64.908,54.66,115.0,85.65
537,20120221,514.56,182.26,8.1001,119450.0,41.58,46.96,65.04,38.47,399.4,31.438,15.93,64.44,55.33,114.21,86.6
538,20120222,513.04,180.63,7.95,118437.0,41.28,46.57,64.99,38.09,406.36,31.27,15.83,64.44,55.17,116.3,86.92
539,20120223,516.311,178.87,8.01,119000.0,41.49,46.95,65.08,38.49,406.36,31.375,15.92,66.42,54.951,116.47,87.01
540,20120224,522.36,179.14,7.89,120071.01,41.31,46.9675,64.45,38.29,415.45,31.49,15.79,66.7,55.66,117.52,87.34
541,20120227,525.8,178.53,8.05,120500.0,41.64,46.94,64.47,39.06,421.67,31.36,15.47,66.71,55.74,116.87,87.25
542,20120228,535.31,183.65,8.118,119230.0,41.9399,47.24,65.19,39.2,423.97,31.87,15.32,67.3908,55.84,118.93,87.17
543,20120229,542.38,179.67,7.98,117767.5,42.0,47.58,65.02,39.26,419.69,31.74,15.16,67.56,55.75,116.32,86.52
544,20120301,544.27,180.03,8.11,118243.0,42.39,47.46,64.84,40.37,420.29,32.28,15.24,66.66,55.99,117.12,86.84
545,20120302,545.05,179.3,8.13,117434.0,42.39,47.4,64.75,40.64,412.85,32.08,15.37,66.67,55.84,116.1501,86.38
546,20120305,533.36,180.25,7.97,118640.0,42.72,47.38,64.89,40.39,417.52,31.8,14.87,66.91,55.05,116.25,87.01
547,20120306,530.25,181.09,7.71,117680.1,42.0,46.39,64.32,39.32,408.34,31.56,14.71,66.85,54.46,114.85,85.86
548,20120307,530.63,183.77,8.0,118210.0,41.77,47.42,64.33,39.96,412.26,31.84,14.81,66.58,54.4,115.64,85.88
549,20120308,541.75,187.62,8.05,118405.0,42.03,47.82,64.82,40.42,417.62,32.02,14.86,66.91,55.61,117.93,84.84
550,20120309,545.02,184.29,8.05,119069.0,42.24,48.12,64.77,41.05,418.78,32.0,14.81,66.94,55.8,117.21,84.31
551,20120312,552.0,183.43,7.98,119309.01,42.323,48.57,65.09,40.55,419.86,32.05,14.59,67.72,55.04,116.56,85.57
552,20120313,568.08,184.65,8.5,121250.0,44.01,49.16,65.332,43.39,423.24,32.67,14.78,67.9,55.34,117.25,86.87
553,20120314,589.58,182.25,8.845,120953.0,43.5,49.46,65.09,43.5976,421.2,32.775,14.36,67.83,55.79,116.74,85.99
554,20120315,585.4,184.4,9.24,121928.0,43.45,49.19,65.068,44.68,419.91,32.85,14.57,67.69,55.68,116.94,86.0477
555,20120316,585.57,185.05,9.79,121602.0,43.21,49.06,65.11,44.57,420.16,32.6,14.6,67.29,55.6,116.72,86.34
556,20120319,601.22,185.52,9.5343,122140.0,43.45,48.84,65.2,44.9846,425.41,32.21,14.63,67.2,56.15,118.839,86.99
557,20120320,605.96,192.24,9.8,122189.0,43.25,49.38,64.94,45.3724,419.2,31.99,14.4,67.2,54.78,116.48,86.58
558,20120321,602.5,191.73,9.83,121815.0,43.27,49.81,64.78,45.12,418.11,31.935,14.47,67.205,53.9825,116.77,86.03
559,20120322,599.4,192.36,9.59,121469.9,43.29,49.695,64.47,44.66,417.1,32.0,14.44,67.51,53.87,117.3,85.33
560,20120323,596.2,195.05,9.835,122175.0,43.66,49.54,64.56,45.19,424.29,31.97,14.54,67.44,53.66,118.79,85.58
561,20120326,606.88,202.88,9.92,123486.0,44.4,50.118,65.15,46.15,435.68,32.59,14.72,67.49,55.1,119.99,87.06
562,20120327,614.57,205.45,9.5999,122675.0,44.16,50.05,65.4,45.9,430.81,32.53,14.82,67.17,55.44,119.9,86.58
563,20120328,617.61,201.15,9.735,122719.0,43.55,49.89,65.61,46.27,427.04,32.175,15.15,67.19,55.43,119.34,85.86
564,20120329,609.86,204.76,9.52,122080.0,42.99,49.88,65.52,45.6732,427.95,32.13,15.23,67.025,58.1,118.95,86.04
565,20120330,599.47,202.65,9.56,121860.0,43.75,50.275,65.97,45.94,421.13,32.24,15.4,67.21,58.96,118.01,86.67
566,20120402,618.68,198.24,9.66,122692.0,43.81,49.99,66.19,46.14,432.1,32.28,15.32,67.57,59.12,118.98,87.06
567,20120403,629.312,199.66,9.48,122357.5,43.28,49.97,65.85,45.42,438.17,31.94,15.08,67.05,59.39,120.36,85.8
568,20120404,624.09,193.89,9.2001,121685.0,42.91,49.87,65.44,44.42,431.21,31.22,14.65,67.27,59.07,119.01,84.92
569,20120405,633.67,194.4,9.23,121300.0,43.06,50.61,65.34,44.3301,440.0,31.508,14.64,67.34,59.02,121.007,84.82
570,20120409,636.24,191.91,8.93,119750.0,42.11,50.56,64.93,43.9,439.3,31.1,14.44,66.83,58.149,119.5,83.85
571,20120410,628.75,187.03,8.53,118243.99,40.98,49.36,64.222,42.96,425.0,30.47,14.16,66.35,57.53,116.73,82.15
572,20120411,626.11,187.97,8.86,118730.0,41.37,49.76,64.14,43.98,430.16,30.35,14.34,66.45,58.02,117.46,82.72
573,20120412,622.55,190.58,9.16,120123.0,42.15,50.64,64.13,44.82,433.78,30.99,14.675,66.12,58.48,121.01,83.59
574,20120413,605.19,188.34,8.69,118499.95,41.87,50.94,63.55,43.21,440.45,30.81,14.15,65.81,58.06,123.15,83.0
575,20120416,580.65,185.48,8.78,119565.0,41.66,51.69,64.0,43.34,432.96,31.09,13.99,66.79,57.36,120.85,84.05
576,20120417,609.3,188.39,8.92,121310.0,42.66,51.99,64.2,43.88,437.57,31.44,14.02,67.02,58.09,122.08,85.45
577,20120418,608.24,191.07,8.92,119698.0,42.49,51.81,63.24,43.32,437.22,31.13,13.86,66.77,57.34,121.81,85.73
578,20120419,587.95,191.11,8.77,119079.99,42.07,51.56,63.022,43.2,436.55,31.05,13.66,66.57,58.71,121.23,85.27
579,20120420,572.405,189.99,8.35,118578.0,42.37,51.46,63.72,42.745,440.05,32.42,13.38,67.51,59.51,121.02,85.28
580,20120423,572.0,188.27,8.17,118270.0,42.0,51.11,63.362,42.84,430.51,32.11,13.23,66.65,59.19,118.1,85.69
581,20120424,560.39,190.33,8.2,119700.0,42.19,51.23,63.77,43.28,430.55,31.9225,12.82,66.99,58.75,118.94,86.28
582,20120425,609.84,194.42,8.27,119975.0,42.72,51.93,64.4357,43.18,444.87,32.2,13.07,66.89,58.88,121.81,86.83
583,20120426,607.72,195.98,8.26,120651.0,43.36,51.89,64.76,43.805,453.98,32.12,13.09,66.87,58.41,123.2,86.13
584,20120427,603.0,226.85,8.24,120850.0,43.35,51.96,64.85,43.355,457.82,31.98,12.97,64.47,57.92,123.6,86.11
585,20120430,584.05,231.91,8.09,120621.0,43.11,51.78,65.1,42.953,452.52,32.02,13.0,63.6,56.12,123.01,86.27
586,20120501,582.16,230.03,8.3,122180.0,43.8,52.31,65.21,43.8,456.76,32.02,13.235,63.58,57.16,123.2,87.05
587,20120502,586.0,230.33,8.17,121775.0,43.54,52.72,65.32,43.225,451.58,31.8,12.85,63.99,56.65,122.25,86.15
588,20120503,581.742,229.45,8.0,121932.0,43.81,52.47,65.35,43.0,442.02,31.76,12.625,64.5,55.72,116.37,85.65
589,20120504,565.28,223.91,7.749,121600.0,42.92,51.93,64.76,41.72,439.76,30.97,12.26,64.24,54.72,117.8,84.57
590,20120507,569.64,225.16,7.97,123676.0,43.84,51.4,64.82,41.78,436.88,30.66,12.47,64.25,55.24,118.44,84.48
591,20120508,568.07,223.9,7.7838,123695.0,44.29,50.61,64.96,41.37,431.79,30.49,12.46,64.15,55.84,118.14,84.01
592,20120509,569.25,222.97,7.74,122560.0,45.02,50.12,64.28,40.65,423.48,30.76,12.51,63.7,55.2288,117.41,83.3
593,20120510,570.48,226.85,7.69,122894.0,45.27,50.6,64.56,40.72,422.99,30.74,12.41,64.13,55.29,118.15,82.82
594,20120511,566.71,227.67,7.55,122799.0,45.53,50.31,64.34,36.96,422.5,31.17,13.21,63.68,55.21,117.92,83.09
595,20120514,558.09,222.85,7.36,121649.99,45.18,49.915,63.9,35.799,414.68,30.67,13.12,63.58,55.17,116.73,82.12
596,20120515,553.09,224.38,7.305,121455.0,45.02,48.65,63.58,36.25,414.57,30.2,12.99,63.73,54.95,116.61,81.79
597,20120516,546.07,223.98,7.1,121700.0,45.09,48.77,63.73,35.47,409.44,29.9,12.73,64.3,54.92,117.56,82.17
598,20120517,530.12,218.4,6.99,120730.0,44.3,47.03,63.54,33.93,399.13,29.73,12.65,63.94,54.89,115.02,81.91
599,20120518,530.25,213.78,7.01,119712.0,43.81,47.04,63.31,33.49,395.01,29.27,12.09,63.52,54.0,112.64,81.41
600,20120521,561.3,218.26,6.83,120275.0,44.36,47.61,63.47,32.525,410.26,29.75,12.295,63.38,55.555,116.17,82.04
601,20120522,556.91,215.61,6.99,120399.0,44.41,48.27,63.5,34.01,413.44,29.77,12.13,63.15,55.74,118.4,81.97
602,20120523,570.31,217.28,7.1601,120212.5,44.21,48.71,63.26,34.2724,416.8,29.1,12.44,62.39,55.37,119.21,82.01
603,20120524,565.25,215.24,7.13,120305.0,44.4299,49.7,63.12,33.98,419.8,29.08,12.11,62.58,56.23,119.77,82.6
604,20120525,562.29,212.89,7.15,119500.0,44.49,49.43,62.48,33.48,413.69,29.05,12.4,62.49,56.11,119.36,82.07
605,20120529,572.26,214.75,7.435,120150.0,45.47,49.824,62.58,33.642,416.05,29.55,12.725,62.96,56.17,120.43,81.94
606,20120530,579.01,209.13,7.18,119140.0,45.2,49.7,62.2,32.97,410.7,29.34,12.57,62.32,56.17,117.49,79.78
607,20120531,577.55,212.78,7.34,119200.0,45.71,49.39,62.41,33.142,406.13,29.2,12.44,62.28,55.77,115.25,78.78
608,20120601,561.06,208.23,7.015,119400.0,44.385,47.95,61.78,31.915,391.77,28.44,11.97,61.51,55.03,112.25,77.88
609,20120604,564.29,214.57,6.88,119049.0,44.41,48.75,62.34,30.97,400.27,28.54,11.73,61.37,54.91,114.23,77.78
610,20120605,562.68,213.19,7.11,118940.0,44.83,48.9,62.24,31.98,408.12,28.52,12.06,61.15,56.05,113.86,77.54
611,20120606,571.73,217.8,7.63,120929.0,45.53,50.59,62.78,33.02,419.61,29.36,12.39,61.85,57.68,116.33,80.201
612,20120607,571.74,218.81,7.41,120955.0,45.6399,51.24,62.77,32.83,414.88,29.23,11.9,62.73,57.46,116.84,80.63
613,20120608,580.27,218.42,7.56,121999.0,46.25,52.33,62.98,33.66,416.02,29.64,12.12,62.7473,58.0,116.57,80.82
614,20120611,571.5,216.51,7.29,120500.0,45.78,51.34,62.14,32.83,413.98,28.92,12.27,62.52,57.46,116.33,80.34
615,20120612,576.15,216.24,7.49,121800.0,46.39,52.24,63.09,33.76,417.72,29.3,12.51,62.77,57.85,117.12,81.21
616,20120613,572.15,214.5,7.49,120855.0,46.23,50.97,64.44,34.28,409.74,29.12,12.17,62.56,58.0,114.93,80.61
617,20120614,571.51,214.39,7.66,122600.0,47.17,52.17,65.4,34.63,419.23,29.33,12.03,63.16,59.24,116.48,82.13
618,20120615,574.13,218.35,7.89,123734.0,47.08,51.87,65.97,35.01,426.0,30.02,12.29,62.85,58.89,118.33,83.1782
619,20120618,585.81,222.7,7.77,123275.0,47.1,52.32,66.28,34.6,425.64,29.84,12.4,62.3,59.4251,120.07,83.12
620,20120619,587.34,224.02,8.12,124440.0,47.52,52.995,66.72,35.39,427.81,30.69,13.24,62.21,60.24,121.35,84.44
621,20120620,585.656,223.02,8.14,123616.0,47.72,52.84,66.98,36.455,428.75,30.93,13.45,60.4,59.59,122.59,84.96
622,20120621,577.6,220.52,7.815,121594.0,47.38,51.255,66.37,35.5067,421.17,30.135,12.83,59.76,58.34,119.42,82.13
623,20120622,582.0,222.13,7.93,122670.0,47.41,52.0,66.61,36.09,434.58,30.7,12.99,59.931,59.09,124.39,82.47
624,20120625,570.75,220.02,7.6,120785.0,46.71,51.53,66.47,35.31,428.9,29.84,12.6,59.3,57.69,121.35,81.29
625,20120626,572.06,225.46,7.62,122129.0,47.29,51.89,66.45,35.75,432.64,30.0,12.72,59.275,58.79,123.2,82.44
626,20120627,574.451,225.62,7.76,122950.0,47.88,51.57,66.86,36.77,431.92,30.17,13.14,59.97,59.29,123.43,83.21
627,20120628,568.76,221.3,7.73,123433.0,47.79,51.71,66.94,35.86,419.87,29.905,13.24,60.29,59.6,121.44,83.14
628,20120629,584.0,228.35,8.17,124900.0,48.4924,52.99,67.53,35.73,430.09,30.58,13.82,61.26,58.5,123.81,85.61
629,20120702,592.71,229.31,8.04,125409.0,48.719,52.99,68.0,36.29,439.73,30.54,13.4484,61.14,56.2301,126.63,85.27
630,20120703,599.45,229.26,8.05,125500.0,48.5,51.6,68.0,35.8,441.2,30.75,13.8,61.2,55.0,126.0,86.24
631,20120705,609.9432,227.05,7.82,124880.0,48.12,52.13,67.79,34.4,443.79,30.69,13.645,61.38,55.83,126.94,85.62
632,20120706,606.2199,225.05,7.67,123897.57,48.04,52.15,67.635,33.9075,442.09,30.19,13.39,61.26,55.83,125.31,84.82
633,20120709,613.89,225.03,7.57,125196.0,47.98,52.13,67.8,33.96,431.32,30.01,13.21,61.56,56.1,123.66,83.69
634,20120710,608.15,219.47,7.48,124859.24,47.36,52.23,67.86,34.25,420.34,29.74,12.82,61.71,55.69,122.22,83.09
635,20120711,604.43,218.3,7.62,125936.0,47.27,51.65,67.91,34.6,419.36,29.29,12.6,61.4,56.04,120.73,84.285
636,20120712,598.8472,215.39,7.49,125365.0,47.42,51.56,67.75,34.06,424.25,28.63,12.4,63.695,54.58,122.6,84.12
637,20120713,604.8,218.39,7.82,126699.0,48.18,52.1,68.61,36.05,429.34,29.4,12.55,65.08,55.22,124.08,85.49
638,20120716,606.95,215.99,7.81,125937.0,47.85,51.46,68.4746,35.08,436.66,29.44,12.61,64.83,55.17,127.16,85.05
639,20120717,606.91,216.92,7.92,127700.0,49.36,50.7003,69.0,34.98,435.46,29.66,12.365,65.36,55.89,128.24,85.72
640,20120718,606.16,217.54,7.538,127389.0,49.34,50.9,69.34,34.97,436.82,30.44,13.06,64.81,56.37,127.81,86.21
641,20120719,614.42,226.16,7.275,126898.0,48.98,50.93,69.55,34.46,428.15,30.61,13.19,64.915,55.01,125.42,86.16
642,20120720,603.8,228.33,7.08,125695.0,48.61,50.72,68.68,33.9,422.89,30.08,12.8,64.775,55.42,125.76,86.06
643,20120723,603.84,226.0,7.09,125425.0,47.95,50.96,68.11,34.431,415.83,29.28,12.98,64.38,54.51,124.48,85.2308
644,20120724,601.28,223.02,7.05,125614.89,48.19,51.17,67.35,34.75,409.55,29.16,12.85,64.04,54.88,122.68,84.58
645,20120725,574.97,217.06,7.07,125984.0,48.3,51.1,67.5399,35.18,412.61,28.84,13.09,64.0,52.48,122.181,85.3
